Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Горно-Алтайск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2014;287913;261832;303420;307287;375134;461700;520511;533829;450042;364435;307325;299811;4473239
Екатеринбург(Уктус);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2014;915;1329;1418;980;1490;1958;3219;3272;1803;2163;1694;1802;22043
Игарка;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2014;116379;107249;121643;116910;124988;158389;181889;187533;153224;135763;127218;130076;1661261
Кавалерово;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2014;114165;110492;134313;144845;173802;198161;221222;212756;204049;165738;134636;128229;1942408
Казачинское(Казачинск);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2014;79770;71249;89049;104428;131683;159370;180732;180356;134177;115847;107352;106047;1460060
Калуга;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2014;34947;30804;33486;31618;38976;46944;53746;50579;43152;36170;33648;29739;463809
Кепервеем;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2014;10812;10077;11385;11023;11697;11208;11439;11421;10857;10274;10718;10819;131730
Кодинск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2014;246;51;36;86;941;3791;5061;4912;3908;2751;2118;2181;26082
Кондинское;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2014;209411;196909;229924;247755;310454;350965;398595;407981;330502;273002;241693;223194;3420385
Красноселькуп;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2014;147865;132299;150617;144978;155998;195231;226335;240236;192931;163251;147564;147944;2045249
Красноярск(Черемшанка);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2014;1050;985;1418;2327;2200;2727;3259;1793;3264;1897;1698;1481;24099
Лабожское;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2014;3967;4004;4802;5423;5110;6099;6451;6344;5513;5989;5174;5441;64317
Лешуконское;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2014;18721;19816;23961;25017;26798;33574;41779;42453;37139;30751;24515;24383;348907
Магнитогорск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2014;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2014;105193;90549;122385;132655;161207;190214;210427;225851;198257;171737;160804;152174;1921453
Мирный;2014;14835;14044;16320;17457;19188;26854;25311;25324;21137;18631;16769;18321;234191
Москва(Быково);2014;0;0;0;0;0;0;0;0;0;0;0;0;0
Москва(Внуково);2014;868272;722543;842121;917628;1078283;1335063;1472957;1471543;1152543;952506;943448;976211;12733118
Москва(Домодедово);2014;2167390;1941580;2228026;2387686;2749632;3384496;3843127;4010112;3263567;2712059;2242013;2109843;33039531
Москва(Остафьево);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2014;2074938;1959340;2354750;2424155;2626337;2936286;3330083;3432239;3003312;2687801;2227559;2202862;31259662
Мотыгино;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2014;42695;40611;48322;48570;58480;67813;73705;71428;58776;54318;49514;52833;667065
Мыс Шмидта;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2014;11829;10617;11664;12227;16652;17650;16734;17575;15526;14660;13305;15330;173769
Назрань(Магас/Слепцовская);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2014;45069;39006;44560;47558;54696;72208;80272;82614;63472;53162;46875;48537;678029
Нижнекамск(Бегишево);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2014;62250;62924;75476;77980;110223;124834;129608;130684;122201;92436;72159;65980;1126755
Нижняя Пеша;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2014;2506;2359;2810;3094;3000;3470;3835;3820;3743;3660;3325;2893;38515
Никольское;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2014;17072;14909;18020;13467;12934;18644;21970;22004;18470;18200;18118;19962;213770
Новосибирск(Северный);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2014;266583;240589;267478;265049;299469;375774;435058;448877;357400;306706;283637;283047;3829667
Новый Уренгой;2014;55719;53874;61363;62460;70019;72677;76524;80068;75365;70298;65253;72059;815679
Ноглики;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2014;29338;23492;26887;31500;46721;51584;56916;58335;53136;37679;29562;32066;477216
Норильск(Валек);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2014;16095;15263;16956;17195;19531;22800;23722;23026;20410;18230;17160;19674;230062
Нюрба;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2014;67356;57990;63063;67930;83560;109705;127906;135833;104907;76349;71545;71664;1037808
Омсукчан;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2014;34510;32683;37936;41178;57510;72561;80462;82524;70803;54874;47201;48891;661133
Орск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2014;1207;1315;1064;2011;1646;1707;2532;1996;2764;1941;1380;1539;21102
Пенза;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2014;76364;76520;94040;94053;116977;139339;148921;149546;130691;109469;88889;90335;1315144
Песчанка(остров Колгуев);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2014;38356;33015;39371;40272;48862;58631;71983;75911;65088;53681;44319;44248;613737
Печора;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2014;3466;3274;3295;3328;4601;5303;6507;5918;5232;4538;3732;4395;53589
Провидения(Провидения Бухта);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2014;144216;127141;158647;179511;229351;254147;276528;273767;194749;180543;161803;159892;2340295
Ростов-на-Дону(Платов);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2014;836269;752701;898800;993753;1259543;1626631;1753930;1753314;1404624;1119049;933984;932134;14264732
Саранск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2014;27013;26217;31293;33418;38734;49087;57593;58908;50336;40606;35142;33473;481820
Саскылах;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2014;163955;349878;181765;149146;182475;305862;395459;416650;351227;249885;164977;154365;3065644
Среднеколымск;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2014;19856;21902;25800;29235;31812;33242;33471;35994;31207;30447;24912;25335;343213
Старый Оскол;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2014;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2014;92648;84178;95785;96060;112881;141662;159479;159685;123621;100036;92816;94436;1353287
Сыктывкар;2014;25748;23495;27758;29942;35664;50064;57703;59016;46961;36122;28742;29136;450351
