Код;Проведена;Дата;ХозОперация;Поступление;Списание;Контрагент;Заказ;Наша организация;Наш р/счет;ЗаказСНашейСтороны;Менеджер;Комментарий 1;Комментарий 2
5090;ИСТИНА;25.05.2015;49;0,00;12 998,00;772;1542;98;10;194;;Платежное поручение № 343 от 25.05.2015 Оплата по сч№919 от 21,05,2015г за тележки;
5017;ИСТИНА;26.05.2015;60;124 187,82;0,00;623;1244;98;10;194;;"Платежное поручение № 411 от 22.05.2015 (340=124187.82); за хоз.товары.согл.сч.УТ-55 от 23.04.2015 года. В т. ч. НДС 18943-90";
4991;ИСТИНА;26.05.2015;59;0,00;3 000 000,00;458;914;98;10;194;;Платежное поручение № 345 от 26.05.2015 Предоплата за хоз. товары  согласно Дог. поставки №5291 от 20.03.2014г. В том числе НДС 18 % - 457627.12;
5053;ИСТИНА;26.05.2015;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 667719 от 26.05.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 26/05/15 №№: 344 (492068.74 RUR ), 345 (3000000 RUR ). Без НДС";
4994;ИСТИНА;26.05.2015;59;0,00;492 068,74;458;914;98;10;194;;Платежное поручение № 344 от 26.05.2015 Оплата хоз. товаров  согласно Договора поставки №5291 от 20.03.2014 В том числе НДС 18 % - 75061.33;
5062;ИСТИНА;27.05.2015;30;0,00;180,00;649;1296;98;10;194;;"Банковский ордер № 797508 от 27.05.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 27/05/15 №№: 346 (32535 RUR ), 347 (117000 RUR ), 351 (27625 RUR ), 353 (2022 RUR ),";
4944;ИСТИНА;27.05.2015;49;0,00;4 110,00;142;282;98;10;194;;Платежное поручение № 350 от 27.05.2015 Оплата за инструменты по счету № 1505-100101-40806 от 26.05.15 В том числе НДС 18 % - 626.95;
5033;ИСТИНА;27.05.2015;49;0,00;32 535,00;640;1278;98;10;194;;Платежное поручение № 346 от 27.05.2015 Оплата за светильники по счету № 996 от 18.05.15г. В том числе НДС 18 % - 4962.97;
4940;ИСТИНА;27.05.2015;49;0,00;117 000,00;131;260;98;10;194;;Платежное поручение № 347 от 27.05.2015 Оплата за бумагу по счету № 85 от 26.15.15 В том числе НДС 18 % - 17847.46;
5159;ИСТИНА;27.05.2015;49;0,00;2 022,00;982;1962;98;10;194;;Платежное поручение № 353 от 27.05.2015 Доплата по счету №2767 от 26.05.15 за хоз товары В том числе НДС 18 % - 308.44;
4958;ИСТИНА;27.05.2015;60;358 089,00;0,00;242;482;98;10;194;;Платежное поручение № 315 от 25.05.2015 (340):358089,00. Оплата за хоз.товары,сч. УТ-75 от 19.05.15, дог.71 от 12.05.15, т/н ООУТ-000075 от 19.05.15, в том числе НДС 18%: 54623,74;
5166;ИСТИНА;27.05.2015;49;0,00;1 424,00;1163;2324;98;10;194;;Платежное поручение № 348 от 27.05.2015 Оплата за электрооборудование по счету № Ц055684 от 26.05.15 В том числе НДС 18 % - 217.22;
5121;ИСТИНА;27.05.2015;49;0,00;1 925,06;870;1738;98;10;194;;Платежное поручение № 352 от 27.05.2015 Оплата за воду по счету № 0ЕР/1604410/8016085 от 25.05.15;
4923;ИСТИНА;27.05.2015;49;0,00;7 300,00;44;86;98;10;194;;Платежное поручение № 349 от 27.05.2015 Оплата за энергосберлампы по счету № 599 от 26.05.15г. В том числе НДС 18 % - 1113.56;
5046;ИСТИНА;27.05.2015;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 797522 от 27.05.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 27/05/15 №№: 350 (4110 RUR ), 348 (1424 RUR ). Без НДС";
5099;ИСТИНА;27.05.2015;49;0,00;27 625,00;813;1624;98;10;194;;Платежное поручение № 351 от 27.05.2015 Оплата за мешки по счету № 2958 от 26.05.15 В том числе НДС 18 % - 4213.98;
5042;ИСТИНА;28.05.2015;30;0,00;150,00;649;1296;98;10;194;;"Банковский ордер № 931066 от 28.05.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 28/05/15 №№: 359 (60792 RUR ), 358 (226.95 RUR ), 360 (31197.1 RUR ), 363 (153844.8";
5105;ИСТИНА;28.05.2015;49;0,00;99 279,51;822;1642;98;10;194;;Платежное поручение № 356 от 28.05.2015 Оплата за электроприборы по сч№мрд.пни27616-1,№мрд.пни27616, №мрд.пни27616-2 от 27,05,2015г.;
5134;ИСТИНА;28.05.2015;53;185 811,00;0,00;872;1742;98;10;194;;"Платежное поручение № 307 от 19.05.2015 (901-0000-0000000-000-830) л/с 20901080629/2 Возврат средств за обеспечение исполнения контракта на поставку хоз.товаров для нужд МБУ ""ТЭУ"", извещение № 0348300508115000016, по п/п 238 от 10.04.2015. НДС не обл";
5168;ИСТИНА;28.05.2015;49;0,00;226,95;1164;2326;98;10;194;;Платежное поручение № 358 от 28.05.2015 Оплата за трубку т/у по сч№4090 от 26,05,2015г.;
5116;ИСТИНА;28.05.2015;51;0,00;15 587,64;851;1700;98;10;194;;"Платежное поручение № 364 от 28.05.2015 Обеспечение исполнения контракта на поставку электротоваров для ГУЗ ""ТОНД №1""";
4947;ИСТИНА;28.05.2015;49;0,00;1 585,00;142;282;98;10;194;;Платежное поручение № 357 от 28.05.2015 Оплата за пассатижи по сч№1505-100101-44236 от 27,05,2015г.;
5111;ИСТИНА;28.05.2015;49;0,00;31 197,10;823;1644;98;10;194;;Платежное поручение № 360 от 28.05.2015 Оплата по сч№7502 от 28,05,2015г, за лампы;
5163;ИСТИНА;28.05.2015;49;0,00;60 792,00;1149;2296;98;10;194;;Платежное поручение № 359 от 28.05.2015 Оплата по сч№1682 от 26,05,2015г за баллоны сменные;
4993;ИСТИНА;28.05.2015;53;500 000,00;0,00;458;914;98;10;194;;Платежное поручение № 502 от 28.05.2015 Возврат излишне перечисленных денежных средств по дог. №5291 от 20.03.2014г., Сумма 500000-00, в т.ч. НДС(18%) 76271-19,;
4983;ИСТИНА;28.05.2015;51;0,00;153 844,80;383;764;98;10;194;;"Платежное поручение № 363 от 28.05.2015 Обеспечение исполнения контракта для ФКУ ""Загородный дом приемов ""Русичи""
Обеспечение исполнения контракта для ФКУ ""Загородный дом приемов ""Русичи""";
5041;ИСТИНА;28.05.2015;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 931083 от 28.05.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 28/05/15 №№: 357 (1585 RUR ), 356 (99279.51 RUR ). Без НДС";
4950;ИСТИНА;29.05.2015;51;0,00;8 605,77;218;434;98;10;194;;Платежное поручение № 361 от 28.05.2015 КБК 00000000000000000180. Обеспечение исполнения контракта на поставку моющих средств.;
5157;ИСТИНА;29.05.2015;49;0,00;412 214,00;982;1962;98;10;194;;Платежное поручение № 365 от 29.05.2015 оплата за тнп по сч№2828 от 28,05,2015г.;
5093;ИСТИНА;29.05.2015;53;11 615,16;0,00;791;1580;98;10;194;;Платежное поручение № 358 от 29.05.2015 Возврат средств, вносимых в качестве обеспечения исполнения муниц.контракта N 45 от 29.04.2015г. л/сч 20908060039. НДС не облагается.;
4951;ИСТИНА;29.05.2015;51;0,00;38 733,02;223;444;98;10;194;;"Платежное поручение № 362 от 28.05.2015 Обеспечение государственного контракта. КБК: 000 00000000000000 000
Обеспечение государственного контракта. КБК: 000 00000000000000 000";
5052;ИСТИНА;29.05.2015;30;0,00;90,00;649;1296;98;10;194;;"Банковский ордер № 411754 от 29.05.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):   Документ(ы):; от 28/05/15 №№: 361 (8605.77 RUR ), 362 (38733.02 RUR ); от 29/05/15 №№:";
5038;ИСТИНА;01.06.2015;30;0,00;2 200,00;649;1296;98;10;194;;Банковский ордер № 561257 от 01.06.2015 Авансовая плата за использование лимитированного тарифного плана МБ_ЛимТП Базис 'LIMIT_MSK_B' за период с '01/06/2015' по '30/06/2015' N дог. 40702810838170023089 . НДС не взим. (Усл.опл.: без акцепта, согл. пр;
5103;ИСТИНА;01.06.2015;49;0,00;1 748,05;822;1642;98;10;194;;Платежное поручение № 367 от 01.06.2015 Оплата по сч№мрд.пни27616-2 от 27,05,2015г. за электроприборы;
4988;ИСТИНА;01.06.2015;60;331 272,86;0,00;453;904;98;10;194;;Платежное поручение № 318 от 29.05.2015 (340=331272.86) 02.09.02 Оплата за мыло,шампунь,чистящие и моющие средства,стиральн.порошок,бумагу туалет.,ГК№30 от 25.02.15г., основание: накладная № 00УТ-000083 от 27.05.2015, в т.ч. НДС=50533.15;
5170;ИСТИНА;01.06.2015;49;0,00;6 135,00;1183;2364;98;10;194;;Платежное поручение № 369 от 01.06.2015 Оплата по сч№1281 от 28,05,2015г. за отвертки;
5106;ИСТИНА;01.06.2015;49;0,00;1 000,00;822;1642;98;10;194;;Платежное поручение № 366 от 01.06.2015 Оплата за доставку по сч№мрд.пни98510-3/23 от 29,05,2015г.;
5110;ИСТИНА;01.06.2015;49;0,00;843,15;823;1644;98;10;194;;Платежное поручение № 368 от 01.06.2015 Оплата по сч№7502 от 28,05,2015г за лампы.;
5146;ИСТИНА;02.06.2015;60;106 192,78;0,00;932;1862;98;10;194;;Платежное поручение № 442 от 02.06.2015 (20203069990049244340 Л/С 03951002020) Оплата по Сч.№ УТ-78 от 19.05.15г.ТН№ 00УТ-000078 от 19.05.15г. За поставку мешков для мусора ГК№Ф15-220 от 16.04.15г., НДС(18%)-16198.9.;
5026;ИСТИНА;03.06.2015;49;0,00;47 205,00;639;1276;98;10;194;;Платежное поручение № 370 от 03.06.2015 Оплата за товары бытовой химии по счету № 6154 от 01,06,2015г.;
5152;ИСТИНА;03.06.2015;51;0,00;11 915,05;962;1922;98;10;194;;Платежное поручение № 371 от 03.06.2015 Обеспечение исполнения государственного контракта.КБК 0000000000000000180;
4965;ИСТИНА;04.06.2015;60;2 428,80;0,00;271;540;98;10;194;;Платежное поручение № 291 от 02.06.2015 (340):2428-80. Оплата по сч. № УТ-82 от 26.05.15 г. т.н. № УТ-26 от 26.03.15 г. поставка хозяйственных товаров. ГК № 02А-220/15 30% от 19.03.15 г. в т.ч. НДС-370,49.;
5025;ИСТИНА;05.06.2015;49;0,00;3 795,00;639;1276;98;10;194;;Платежное поручение № 372 от 05.06.2015 Оплата за товары бытовой химии по счету № 6208 от 02,06,2015г.;
5125;ИСТИНА;05.06.2015;49;0,00;19 608,92;870;1738;98;10;194;;Платежное поручение № 373 от 05.06.2015 Оплата по сч№0НХ/1581554/496523 от 04,06,2015г. за тнп;
5143;ИСТИНА;05.06.2015;60;840 671,00;0,00;921;1840;98;10;194;;Платежное поручение № 337 от 05.06.2015 за электроматериалы по накладной УТ-85 от 02.06.15г. по ГК 0336100008515000005_46628 от 27.04.15г. в т.ч.НДС(18%)-128237,94;
5162;ИСТИНА;05.06.2015;49;0,00;25 050,00;1143;2284;98;10;194;;Платежное поручение № 374 от 05.06.2015 Оплата по сч№УТ-129 от 03,06,2015г  за тнп.;
5142;ИСТИНА;05.06.2015;53;61 584,00;0,00;921;1840;98;10;194;;Платежное поручение № 106 от 05.06.2015 возврат обеспечения гос.контракта по поставке электроматериалов.НДС не уплачивается.;
5077;ИСТИНА;08.06.2015;49;0,00;5 950,00;664;1326;98;10;194;;Платежное поручение № 380 от 08.06.2015 Оплата по сч№Счт-004189 от 04,06,2015г. за удлинитель;
5167;ИСТИНА;08.06.2015;49;0,00;3 635,00;1163;2324;98;10;194;;Платежное поручение № 377 от 08.06.2015 Доплата по сч№Ц055684 от 26,05,2015г. за доставку, сч№Ц060413 от 04,06,2015 за П-274 В том числе НДС 18 % - 554.49;
5024;ИСТИНА;08.06.2015;49;0,00;77 603,32;639;1276;98;10;194;;Платежное поручение № 379 от 08.06.2015 Оплата за товары бытовой химии по счету № 6263 от 03,06,2015г.;
5092;ИСТИНА;08.06.2015;51;0,00;8 986,37;789;1576;98;10;194;;"Платежное поручение № 376 от 08.06.2015 Обеспечение исполнения контракта на поставку электротоваров для ГБУ ""Спортивная школа №2"" Москомспорта
Обеспечение исполнения контракта на поставку электротоваров для ГБУ ""Спортивная школа №2"" Москомспорта";
5107;ИСТИНА;08.06.2015;49;0,00;81 238,06;822;1642;98;10;194;;Платежное поручение № 378 от 08.06.2015 Оплата за электроприборы по сч№мрд.пни36375 от 04,06,2015г, №мрд.пни28202-2,мрд.пни28202-1,мрд.пни28202 от 04,06,2015;
5156;ИСТИНА;08.06.2015;51;0,00;11 062,50;980;1958;98;10;194;;"Платежное поручение № 375 от 08.06.2015 Обеспечение исполнения государственного контракта КБК 03400000000000000000
Обеспечение исполнения государственного контракта КБК 03400000000000000000";
5066;ИСТИНА;08.06.2015;30;0,00;90,00;649;1296;98;10;194;;"Банковский ордер № 273935 от 08.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 08/06/15 №№: 376 (8986.37 RUR ), 380 (5950 RUR ), 379 (77603.32 RUR ). Без НДС";
5064;ИСТИНА;08.06.2015;30;0,00;24,00;649;1296;98;10;194;;"Банковский ордер № 273947 от 08.06.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 08/06/15 №№: 377 (3635 RUR ), 381 (910 RUR ), 378 (81238.06 RUR ). Без НДС";
5014;ИСТИНА;08.06.2015;49;0,00;910,00;602;1202;98;10;194;;Платежное поручение № 381 от 08.06.2015 Оплата по сч№172 от 04,06,2015г за элементы питания В том числе НДС 18 % - 138.81;
4972;ИСТИНА;09.06.2015;51;0,00;30 000,00;293;584;98;10;194;;"Платежное поручение № 388 от 09.06.2015 Обеспечение исполнения государственного контракта
Обеспечение исполнения государственного контракта";
5022;ИСТИНА;09.06.2015;49;0,00;8 865,51;639;1276;98;10;194;;Платежное поручение № 386 от 09.06.2015 Оплата за товары бытовой химии по счету № 6264 от 03,06,2015г;
5094;ИСТИНА;09.06.2015;51;0,00;12 445,00;797;1592;98;10;194;;Платежное поручение № 384 от 09.06.2015 Обеспечение исполнения государственного контракта;
4975;ИСТИНА;09.06.2015;51;0,00;20 000,00;297;592;98;10;194;;"Платежное поручение № 387 от 09.06.2015 Обеспечение исполнения государственного контракта
Обеспечение исполнения государственного контракта
Обеспечение исполнения государственного контракта";
5071;ИСТИНА;09.06.2015;30;0,00;210,00;649;1296;98;10;194;;"Банковский ордер № 393834 от 09.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 09/06/15 №№: 382 (2625.09 RUR ), 383 (147900.66 RUR ), 384 (12445 RUR ), 385 (62505.";
5123;ИСТИНА;09.06.2015;49;0,00;147 900,66;870;1738;98;10;194;;Платежное поручение № 383 от 09.06.2015 Оплата за бумагу по сч№0НХ/1581554/499030,№0НХ/1581554/498748 от 08,06,2015г, №0НХ/1581554/499245 от 09,06,2015г;
4928;ИСТИНА;09.06.2015;49;0,00;62 505,52;86;170;98;10;194;;Платежное поручение № 385 от 09.06.2015 Оплата за тнп по сч№1080 от 03,06,2015г;
4936;ИСТИНА;09.06.2015;60;59 384,25;0,00;117;232;98;10;194;;"Платежное поручение № 781 от 08.06.2015 (340):59384-25; Оплата за жидкое мыло и др. по ГПД 0373200188015000059-51450 от 13.05.15г., счет УТ-90 от 05.06.15г., т/н ООУТ-000090 от 05.06.15г. НДС- 9058-62.";
4935;ИСТИНА;09.06.2015;60;71 858,00;0,00;117;232;98;10;194;;"Платежное поручение № 780 от 08.06.2015 (340):71858-00; Оплата зажидкое мыло по ГПД 0373200188015000059-51450 от 13.05.15г., счет УТ-81 от 03.06.15г., т/н ООУТ-000081 от 03.06.15г. НДС- 10961-39.";
5122;ИСТИНА;09.06.2015;49;0,00;2 625,09;870;1738;98;10;194;;Платежное поручение № 382 от 09.06.2015 Оплата за воду по сч№0ЕР/1604410/8051539 от 08,06,2015г.;
5082;ИСТИНА;10.06.2015;62;0,00;5 640,00;750;1498;98;10;194;;Платежное поручение № 391 от 10.06.2015 Выплата заработной платы за май 2015г. сумма 5640 р., НДС не облагается;
5085;ИСТИНА;10.06.2015;62;0,00;7 050,00;752;1502;98;10;194;;Платежное поручение № 393 от 10.06.2015 Выплата заработной платы за май 2015г. НДС не облагается;
5072;ИСТИНА;10.06.2015;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 511611 от 10.06.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 10/06/15 №№: 393 (7050 RUR ), 391 (5640 RUR ). Без НДС";
5089;ИСТИНА;11.06.2015;51;0,00;9 089,59;761;1520;98;10;194;;"Платежное поручение № 396 от 10.06.2015 Обеспечение исполнения государственного контракта
Обеспечение исполнения контракта";
4986;ИСТИНА;11.06.2015;44;0,00;8 700,00;426;850;98;10;194;;Платежное поручение № 397 от 10.06.2015 Оплата НДФЛ за  2015 г. |НДС не облагается|;
5065;ИСТИНА;11.06.2015;30;0,00;90,00;649;1296;98;10;194;;"Банковский ордер № 629139 от 11.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 10/06/15 №№: 390 (4640.07 RUR ), 395 (250000 RUR ), 396 (9089.59 RUR ). Без НДС";
4979;ИСТИНА;11.06.2015;47;0,00;250 000,00;358;714;98;10;194;;Платежное поручение № 395 от 10.06.2015 Перечисл. ден. ср-в оператору электронной площадки для провед. операций по обесп. участия в эл-ых аукционах, лицевой счет №0000323051.;
5160;ИСТИНА;11.06.2015;62;0,00;4 640,07;983;1964;98;10;194;;Платежное поручение № 390 от 10.06.2015 выплата заработной платы за май 2015г. НДС не облагается;
4938;ИСТИНА;11.06.2015;60;74 815,76;0,00;121;240;98;10;194;;"Платежное поручение № 776 от 05.06.2015 (340=74815.76) 140909;Оплата по сч.УТ-29 от 27.03.2015г. за чистящие,моющие средства ГПД 31/15,в т.ч. НДС - 11412.56";
5148;ИСТИНА;15.06.2015;45;0,00;1 941,00;933;1864;98;10;194;;Платежное поручение № 398 от 15.06.2015 рег. № 7716045142, Страховые взносы на обязательное социальное страхование в бюджет ФСС России за  2015 г. НДС не облагается;
5063;ИСТИНА;15.06.2015;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 736025 от 15.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №389 (501000 RUR ) от 10/06/15. Без НДС;
5079;ИСТИНА;15.06.2015;49;0,00;18 842,90;712;1422;98;10;194;;Платежное поручение № 402 от 15.06.2015 Оплата за горчичный порошок по сч№АА-00534 от 11,06,2015г.;
5074;ИСТИНА;15.06.2015;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 736027 от 15.06.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №394 (7050 RUR ) от 10/06/15. Без НДС;
5147;ИСТИНА;15.06.2015;45;0,00;133,86;933;1864;98;10;194;;Платежное поручение № 399 от 15.06.2015 рег. № 7716045142, Страховые взносы 0,2% на ОСС от НС_ПЗ за  2015г НДС не облагается;
5003;ИСТИНА;15.06.2015;62;0,00;7 050,00;478;954;98;10;194;;Платежное поручение № 394 от 10.06.2015 Выплата заработной платы за май 2015г.;
5030;ИСТИНА;15.06.2015;49;0,00;23 481,10;639;1276;98;10;194;;Платежное поручение № 403 от 15.06.2015 Оплата за товары бытовой химии по счету № 6677 от 10,06,2015г;
4985;ИСТИНА;15.06.2015;51;0,00;183 061,28;423;844;98;10;194;;"Платежное поручение № 404 от 15.06.2015 Обеспечение исполнения государственного контракта КБК 00000000000000000180
Обеспечение исполнения государственного контракта КБК 00000000000000000180";
4922;ИСТИНА;15.06.2015;43;0,00;14 724,61;27;52;98;10;194;;Платежное поручение № 401 от 15.06.2015 087512011315 Страховые взносы на ОПС, зачисляемые в ПФР за 2015г. НДС не облагается;
4919;ИСТИНА;15.06.2015;43;0,00;3 413,43;27;52;98;10;194;;Платежное поручение № 400 от 15.06.2015 087512011315 Страховые взносы на ОМС в ФФОМС за  2015г. НДС не облагается;
4996;ИСТИНА;15.06.2015;59;0,00;501 000,00;458;914;98;10;194;;Платежное поручение № 389 от 10.06.2015 Предоплата за хоз. товары  согласно Дог. поставки №5291 от 20.03.2014г.;
4984;ИСТИНА;15.06.2015;51;0,00;8 949,15;387;772;98;10;194;;"Платежное поручение № 405 от 15.06.2015 Обеспечение государственного контракта КБК 00000000000000000340
Обеспечение государственного контракта КБК 00000000000000000340";
4926;ИСТИНА;15.06.2015;60;81 714,42;0,00;72;142;98;10;194;;"Платежное поручение № 122 от 11.06.2015 (021-1002-0410059-244-340=81714.42-42082 л/с02482000010)010100 0000000 165004620; Оплата по конт2015.123829/18 от 14.04.2015 за хозтовары, в т.ч.НДС=12464-91.";
4943;ИСТИНА;16.06.2015;49;0,00;4 125,00;140;278;98;10;194;;Платежное поручение № 410 от 16.06.2015 Оплата за моп по сч№2111 от 16,06,2015г;
5076;ИСТИНА;16.06.2015;49;0,00;6 950,00;664;1326;98;10;194;;Платежное поручение № 407 от 16.06.2015 Оплата по сч№Счт-004189 от 01,06,2015 за удлинитель;
5138;ИСТИНА;16.06.2015;49;0,00;24 786,00;890;1778;98;10;194;;Платежное поручение № 406 от 16.06.2015 Оплата за бахилы по сч№4524 от 11,06,2015г.;
5031;ИСТИНА;16.06.2015;49;0,00;148 100,60;639;1276;98;10;194;;Платежное поручение № 408 от 16.06.2015 Оплата за товары бытовой химии по счету № 6828 от 16,06,2015г.,№6673,№6670 от 10,06,2015;
5007;ИСТИНА;16.06.2015;49;0,00;2 376,00;533;1064;98;10;194;;Платежное поручение № 409 от 16.06.2015 Оплата по сч№1751 от 16,06,2015г. за тнп В том числе НДС 18 % - 362.44;
4995;ИСТИНА;17.06.2015;58;150 000,00;0,00;458;914;98;10;194;;Платежное поручение № 503 от 17.06.2015 Оплата за тнп по договору №4999 от 27.03.2014г., Сумма 150000-00, в т.ч. НДС(18%) 22881-36,;
5000;ИСТИНА;17.06.2015;33;0,00;2 720,65;474;946;98;10;194;;Платежное поручение № 419 от 17.06.2015 Оплата аренды помещения по Договору № 1015 от 16.01.14г. (электроэнергия);
5078;ИСТИНА;17.06.2015;51;0,00;35 634,00;705;1408;98;10;194;;Платежное поручение № 420 от 17.06.2015 Обеспечение государственного контракта;
5027;ИСТИНА;17.06.2015;49;0,00;83 409,80;639;1276;98;10;194;;Платежное поручение № 415 от 17.06.2015 Оплата за товары бытовой химии по счету № 6847, 6876 от 16,06,2015г.;
5016;ИСТИНА;17.06.2015;60;71 177,37;0,00;623;1244;98;10;194;;"Платежное поручение № 727 от 15.06.2015 (340=71177.37); за хоз.товары.согл.сч.УТ-80 от 02.06.2015 года. В т. ч. НДС 10857-56";
5015;ИСТИНА;17.06.2015;60;20 879,78;0,00;623;1244;98;10;194;;"Платежное поручение № 723 от 15.06.2015 (340=20879.78); за хоз.товары.согл.сч.УТ-86 от 02.06.2015 года. В т. ч. НДС 3185-05";
4949;ИСТИНА;17.06.2015;51;0,00;29 230,23;216;430;98;10;194;;"Платежное поручение № 421 от 17.06.2015 Обеспечение исполнения государственного контракта
Обеспечение исполнения государственного контракта";
5108;ИСТИНА;17.06.2015;49;0,00;1 000,00;822;1642;98;10;194;;Платежное поручение № 417 от 17.06.2015 Оплата за доставку по сч№мрд.пни40805 от 10,06,2015г;
5169;ИСТИНА;17.06.2015;49;0,00;757,35;1164;2326;98;10;194;;Платежное поручение № 416 от 17.06.2015 Оплата за трубки по сч№4090 от 26,05,2015г;
5155;ИСТИНА;17.06.2015;49;0,00;12 480,00;970;1938;98;10;194;;Платежное поручение № 411 от 17.06.2015 Оплата за тнп по сч№2734 от 16,06,2015г.;
5126;ИСТИНА;17.06.2015;49;0,00;8 121,41;870;1738;98;10;194;;Платежное поручение № 414 от 17.06.2015 Оплата за тнп по сч№0НХ/1581554/503042 от 16,06,2015г.;
5114;ИСТИНА;17.06.2015;49;0,00;10 367,33;845;1688;98;10;194;;Платежное поручение № 413 от 17.06.2015 Оплата за доводчики по сч№1918 от 16,06,2015г.;
5113;ИСТИНА;17.06.2015;49;0,00;21 600,00;842;1682;98;10;194;;Платежное поручение № 412 от 17.06.2015 Оплата за тнп по сч№13769 от 16,06,2015г. В том числе НДС 18 % - 3294.92;
5001;ИСТИНА;17.06.2015;33;0,00;38 340,00;474;946;98;10;194;;Платежное поручение № 418 от 17.06.2015 Оплата аренды помещения по Договору № 1015 от 16.01.14г.;
4978;ИСТИНА;18.06.2015;49;0,00;5 703,13;313;624;98;10;194;;Платежное поручение № 423 от 18.06.2015 Оплата за услуги доставки по сч№15-01163200765 от 16,06,2015г.;
4992;ИСТИНА;18.06.2015;58;500 000,00;0,00;458;914;98;10;194;;Платежное поручение № 527 от 18.06.2015 Оплата за тнп по Дог. №4999 от 27.03.2014г., Сумма 500000-00, в т.ч. НДС(18%) 76271-19,;
5050;ИСТИНА;18.06.2015;30;0,00;330,00;649;1296;98;10;194;;"Банковский ордер № 940762 от 18.06.2015 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):   Документ(ы):; от 17/06/15 №№: 413 (10367.33 RUR ), 415 (83409.8 RUR ), 416 (757.35 RU";
4963;ИСТИНА;18.06.2015;60;3 312,00;0,00;271;540;98;10;194;;Платежное поручение № 479 от 17.06.2015 (340):3312-00. Оплата по сч. № УТ-91 от 09.06.15 г. т.н. № УТ-91 от 09.06.15 г. поставка хозяйственных товаров. ГК № 02А-220/15 30% от 19.03.15 г. в т.ч. НДС-505,22.;
4968;ИСТИНА;18.06.2015;60;49 207,50;0,00;275;548;98;10;194;;Платежное поручение № 311 от 16.06.2015 (340):49207.50. Оплата за бумагу туал. по счету № УТ-94 от 10.06.2015г (Ф-л №2), тов.накл. № 00УТ-000094 от 10.06.2015г. Гр.пр.дог. № 0373-67/14 от 07.08.2014г. НДС(18%)-7506-23.;
4967;ИСТИНА;18.06.2015;60;49 207,50;0,00;275;548;98;10;194;;Платежное поручение № 310 от 16.06.2015 (340):49207.50. Оплата за бумагу туал. по счету № УТ-92 от 10.06.2015г (Ф-л №4), тов.накл. № 00УТ-000092 от 10.06.2015г. Гр.пр.дог. № 0373-67/14 от 07.08.2014г. НДС(18%)-7506-23.;
5035;ИСТИНА;18.06.2015;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 940776 от 18.06.2015 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 17/06/15 №№: 412 (21600 RUR ), 417 (1000 RUR ). Без НДС";
4980;ИСТИНА;18.06.2015;47;0,00;400 000,00;358;714;98;10;194;;Платежное поручение № 422 от 18.06.2015 Перечисл. ден. ср-в оператору электронной площадки для провед. операций по обесп. участия в эл-ых аукционах, лицевой счет №0000323051.;
